cgpa,internships,intern_quality,certifications,skill_level,projects_score,course,tier,placement_rate,avg_salary,placement_cell,job_demand,job_activity,region_density,macro,pipeline,placed_3m,placed_6m,placed_12m,salary,risk
6.05,1,2,3,1,2,1,2,62,9.1,1,3,2,0.28509551371160974,3,0,0,0,0,7.2,medium
7.16,1,3,3,0,3,1,3,25,7.8,2,2,1,0.3539883217149352,1,1,0,0,1,7.6,medium
3.92,0,0,3,0,3,2,2,42,9.4,0,1,1,0.8963998141738116,3,4,1,1,1,13.3,low
3.57,1,1,1,0,0,14,2,98,9.4,1,1,2,0.3423254033159764,4,1,1,1,1,6.4,medium
7.21,4,4,3,1,0,1,1,36,26.0,0,1,2,0.5852774911991389,2,1,0,1,1,31.9,low
9.13,2,0,0,2,2,5,2,97,9.1,0,2,2,0.6155739959065458,3,0,1,1,1,10.1,low
4.16,2,0,0,0,1,4,1,82,18.7,1,2,1,0.7306973853154204,2,2,1,1,1,22.9,low
5.74,0,0,2,0,1,7,3,31,6.4,2,1,1,0.517613435230183,2,1,0,0,1,4.9,low
4.05,3,0,2,2,2,8,3,93,3.2,2,2,2,0.6868593318203099,2,0,1,1,1,3.2,low
3.54,0,0,0,1,2,10,3,26,4.5,1,2,1,0.5013479830053804,1,0,0,1,1,5.75,high
7.61,0,0,0,1,3,9,3,48,4.8,3,1,1,0.520260019558892,4,2,0,1,1,6.6,medium
4.2,0,0,5,0,2,2,3,33,3.7,1,1,2,0.2605979530582938,2,0,0,1,1,1.6500000000000001,medium
6.48,2,0,1,1,0,1,1,74,10.7,0,2,3,0.6171762265513343,2,3,1,1,1,14.8,medium
6.99,2,0,1,2,1,0,2,32,9.6,2,2,1,0.8680078705015255,2,3,0,1,1,7.8,medium
9.87,1,0,0,1,2,4,3,49,4.8,0,3,1,0.44989078012625394,3,2,0,1,1,5.8,medium
5.84,0,0,2,1,2,5,3,44,5.5,2,1,3,0.1331899006807338,1,2,1,1,1,6.0,low
9.5,0,0,3,0,2,0,3,53,3.7,0,2,2,0.830368926765817,4,2,0,1,1,3.7,medium
4.23,0,0,3,0,1,12,1,56,6.5,3,1,1,0.8119470660584422,3,0,0,1,1,9.2,low
4.2,2,2,2,0,2,9,3,77,4.6,0,1,2,0.13385909078005528,1,1,0,1,1,4.1,medium
9.96,1,3,5,1,1,1,3,51,6.1,0,1,1,0.23429567528306966,3,3,1,1,1,6.1,medium
8.18,1,0,2,2,0,4,2,87,17.2,1,2,3,0.7492627725030392,2,0,1,1,1,18.2,low
4.24,2,0,2,0,1,11,2,83,4.5,0,2,1,0.7478390945102231,3,4,0,1,1,7.0,low
7.49,0,0,0,1,3,7,2,98,11.2,3,1,1,0.8712763873457305,2,4,1,1,1,13.799999999999999,low
5.12,3,4,4,2,1,5,2,85,4.3,2,3,1,0.5780095536625991,2,2,1,1,1,6.2,low
5.97,1,0,1,0,2,3,1,28,16.4,3,1,2,0.8867791342200443,2,2,0,1,1,10.2,high
4.9,1,2,2,1,0,5,2,67,8.8,2,1,2,0.9190037027536904,2,0,0,1,1,8.9,medium
5.13,4,0,0,1,3,8,3,51,5.9,2,1,1,0.9081397342728231,2,1,1,1,1,3.1,medium
6.52,0,0,3,2,2,8,3,33,7.7,0,2,1,0.451614252538616,1,4,0,1,1,7.5,low
4.3,1,4,1,1,2,10,1,49,6.2,0,1,3,0.5676584346607687,2,1,0,0,1,11.5,medium
5.29,2,0,0,1,3,7,2,31,10.2,0,2,2,0.24972676528071758,4,2,1,1,1,12.1,low
8.04,1,0,1,0,2,3,1,69,14.3,0,1,2,0.24633784726469707,2,3,1,1,1,15.2,medium
6.89,1,0,4,2,2,11,2,43,10.0,2,2,1,0.2010840606575941,2,0,0,1,1,10.0,high
7.39,1,0,4,0,0,5,1,82,14.5,2,1,3,0.45498125161979375,2,1,1,1,1,20.0,low
5.36,0,0,3,0,2,6,2,78,5.7,2,2,1,0.7552006034055695,4,2,1,1,1,3.8,high
5.71,3,2,0,1,3,8,3,96,5.1,1,3,2,0.22323433592417685,1,1,1,1,1,8.1,low
6.49,0,0,2,1,0,7,2,61,9.3,1,2,3,0.6803072610517982,1,2,0,0,0,9.2,high
6.16,1,0,1,1,2,4,3,32,5.0,0,3,3,0.22194765449797296,1,0,0,0,1,6.1,medium
6.33,2,1,0,0,1,8,2,63,13.4,0,2,1,0.6220419773196163,3,0,1,1,1,15.9,low
9.33,2,1,2,2,2,2,2,39,9.7,1,1,1,0.21810894110105017,1,0,1,1,1,13.5,low
5.37,2,0,3,0,0,2,3,41,3.5,3,2,2,0.8056267507415262,1,2,0,1,1,4.6,medium
4.82,0,0,0,0,2,1,3,50,5.9,0,2,1,0.2310012799596441,3,0,0,0,0,5.3,high
6.33,0,0,0,0,3,1,1,37,19.7,3,3,3,0.5272439534203464,3,0,1,1,1,24.1,low
7.58,0,0,0,1,2,6,1,30,10.0,0,2,1,0.355250298315668,2,0,0,0,0,9.9,high
9.81,3,0,0,1,2,1,3,91,5.0,2,1,1,0.4553303156834979,3,4,1,1,1,6.0,low
5.78,2,2,0,1,1,13,3,76,3.1,1,2,3,0.9887708815640178,2,0,1,1,1,2.7,low
3.6,1,4,1,1,0,11,1,37,12.2,2,3,2,0.8134582737044963,1,2,0,1,1,13.1,medium
7.8,0,0,3,1,0,0,3,63,4.1,3,2,2,0.22103941799114418,3,1,1,1,1,3.5,low
4.42,0,0,1,1,2,13,2,32,5.0,0,1,1,0.4297690847068213,3,1,0,0,1,4.3,high
4.35,1,1,4,0,1,0,3,27,5.0,1,2,2,0.877031669618381,2,3,1,1,1,6.4,low
6.57,1,0,1,1,2,9,1,63,10.3,1,1,1,0.6718997803524187,4,0,0,1,1,12.8,low
5.16,2,0,1,0,2,9,3,51,4.4,1,1,2,0.37166231314968745,3,1,0,1,1,6.4,medium
7.69,1,0,1,1,2,2,3,59,6.8,3,3,3,0.8674971833244506,4,3,1,1,1,7.1,low
6.72,0,0,0,0,1,12,2,45,7.1,0,2,1,0.3146350801155174,1,0,0,1,1,7.6,low
5.86,0,0,2,0,3,3,2,87,9.8,2,1,3,0.17553658695902144,2,3,0,1,1,4.3,high
5.49,1,1,0,1,1,11,3,92,5.1,0,1,1,0.2100491501083358,3,0,0,0,0,3.4,high
4.46,0,0,0,1,2,2,2,94,4.9,1,1,3,0.8914901867944443,4,0,0,0,1,2.2,high
4.13,3,2,0,0,2,10,3,40,4.1,1,1,3,0.4496239133706651,4,1,0,1,1,4.9,low
6.69,0,0,2,1,0,14,2,87,4.7,1,2,3,0.3994499932650284,2,3,0,1,1,5.8,medium
7.71,0,0,2,1,2,8,3,76,3.7,0,2,1,0.17400884628106186,1,1,0,0,1,3.6,low
9.86,0,0,2,0,0,5,2,72,4.6,0,2,3,0.8959072873991094,1,3,1,1,1,4.4,low
3.95,1,1,0,2,0,11,3,26,4.3,2,2,2,0.9354563847805342,3,1,1,1,1,5.4,medium
9.02,1,4,0,1,1,6,1,43,8.7,0,2,1,0.5058790223046795,1,1,0,1,1,8.1,medium
6.32,1,0,0,0,1,3,3,70,2.9,3,2,2,0.8288676555526308,1,1,1,1,1,1.4,medium
7.4,3,3,0,0,1,2,2,39,5.1,1,1,2,0.9760343406448039,2,0,1,1,1,5.0,medium
6.12,4,2,0,2,2,6,3,31,5.2,0,1,1,0.1322760233523158,2,2,0,1,1,5.2,low
5.38,1,0,1,0,0,7,2,90,10.7,2,3,3,0.6271096616324524,2,4,0,1,1,12.1,low
4.11,4,0,1,2,0,14,2,28,6.9,0,2,2,0.959681377875705,2,0,0,1,1,4.9,low
5.1,0,0,1,0,0,12,2,73,7.8,0,1,1,0.968544378830416,3,0,0,0,0,5.7,high
9.69,1,3,4,1,1,1,2,72,5.9,1,2,2,0.44928057364222196,2,1,1,1,1,6.0,low
7.6,0,0,0,1,2,8,2,62,10.2,1,1,3,0.5298502286549951,1,0,0,1,1,13.0,medium
6.99,0,0,2,1,1,0,2,89,13.0,0,3,1,0.26398732109828915,2,0,0,1,1,11.2,medium
8.43,2,0,0,2,0,4,2,80,15.8,1,2,1,0.11197413991810241,3,1,1,1,1,17.2,low
6.89,1,0,1,0,0,9,2,27,4.9,2,1,3,0.28830653230104947,3,2,0,0,0,5.0,medium
5.8,3,2,1,1,0,7,2,56,7.6,0,3,3,0.45256005410723354,2,0,0,0,0,3.3,high
5.1,1,2,4,2,3,4,1,32,21.2,1,3,2,0.5979301166322791,2,2,0,1,1,27.6,low
5.33,0,0,0,2,1,2,2,84,8.8,0,2,2,0.4513341096328424,2,3,0,0,1,7.8,high
7.58,0,0,2,0,1,11,3,63,6.0,0,3,1,0.11631753610751087,4,0,0,0,1,6.8999999999999995,medium
7.53,1,4,3,1,2,9,2,44,8.5,3,2,2,0.1937278206330867,1,3,1,1,1,11.9,low
9.59,0,0,2,2,3,13,3,62,2.6,2,2,2,0.8834434411627412,1,0,1,1,1,5.5,low
5.17,1,0,1,1,1,13,3,44,4.7,2,2,2,0.30536380353715187,3,1,0,0,1,5.0,medium
7.59,1,0,1,1,2,2,3,75,4.7,2,1,3,0.1520288465914106,3,2,0,1,1,5.4,low
4.4,0,0,4,1,0,4,3,51,6.4,3,3,3,0.6868333786571729,3,3,0,0,1,7.6,medium
9.54,1,1,0,1,1,11,3,45,3.4,0,3,2,0.317205801226244,3,2,0,1,1,6.5,low
7.52,0,0,0,0,0,0,3,97,7.5,2,3,3,0.31045410793500705,2,2,0,1,1,5.8,low
9.95,0,0,2,2,0,8,3,41,3.3,1,2,1,0.7091401984813067,2,1,0,0,0,4.0,high
5.21,0,0,1,1,3,7,3,92,5.1,0,1,2,0.1293466506290933,1,1,1,1,1,6.1,low
3.79,4,0,1,1,0,8,2,31,10.9,3,2,3,0.2940233101306067,3,1,1,1,1,16.1,low
6.1,2,3,0,0,2,14,2,82,10.9,0,2,1,0.6622933871898955,2,1,0,1,1,10.4,low
7.68,1,2,2,1,0,1,3,49,5.8,3,3,2,0.14758694739314554,2,0,0,0,0,6.4,medium
8.25,2,1,0,1,1,12,2,87,5.9,3,1,1,0.2624572051573007,1,1,1,1,1,6.6,medium
5.07,0,0,2,0,0,12,1,74,5.5,0,1,2,0.39179601171717693,2,2,1,1,1,3.2,low
3.62,0,0,0,0,2,6,3,27,5.7,0,3,2,0.32168448631972413,2,2,0,1,1,4.2,medium
3.57,0,0,5,1,0,5,2,62,9.7,2,1,1,0.9401561344387355,2,1,0,1,1,11.1,low
7.23,0,0,2,2,2,0,2,80,18.0,0,3,3,0.38647354763402375,3,0,0,0,1,15.1,medium
6.19,3,0,4,1,0,7,3,47,3.0,1,2,2,0.5843183083313249,3,2,1,1,1,1.6500000000000001,medium
6.29,0,0,3,2,0,13,2,49,5.6,1,1,2,0.7825788986162917,3,2,1,1,1,8.4,low
6.4,1,1,0,2,2,5,1,60,9.3,1,2,1,0.27439323137592203,3,2,1,1,1,10.0,low
7.18,2,0,2,2,2,13,2,57,6.7,2,1,1,0.48440302891187115,3,2,0,0,1,5.4,low
7.7,2,0,0,1,1,7,2,49,4.0,1,3,3,0.9912381802774948,1,2,1,1,1,2.8,low
8.49,1,1,1,0,0,0,2,68,8.9,2,3,2,0.313069299229926,1,1,0,1,1,10.3,low
8.07,0,0,4,1,1,6,2,33,6.8,0,1,2,0.36542509321075956,2,0,0,1,1,7.8,high
7.56,0,0,2,0,1,12,2,38,5.9,0,2,2,0.6335978486424295,3,3,1,1,1,6.7,low
4.0,0,0,4,1,1,2,3,43,6.5,0,2,2,0.3619575502868517,4,1,0,1,1,7.3,medium
5.58,3,2,1,1,2,5,2,67,10.9,3,3,3,0.6544928235535951,2,0,1,1,1,12.649999999999999,low
5.19,1,2,3,1,1,3,2,25,6.4,1,1,1,0.5992224455153223,1,1,0,0,1,7.9,medium
7.43,0,0,0,0,2,3,3,27,5.6,2,1,1,0.8086726724841473,1,3,0,0,0,3.9,high
7.81,0,0,4,1,0,9,3,72,3.9,1,1,3,0.32009467504108124,1,1,0,1,1,6.8,high
6.36,1,1,2,1,2,13,1,46,13.4,1,2,1,0.5670031295555871,1,2,0,1,1,13.9,medium
5.07,0,0,3,0,1,12,3,98,4.7,0,1,1,0.17628302440715785,3,0,0,1,1,3.0,medium
8.28,0,0,0,0,2,6,2,35,5.2,0,3,2,0.6792889592822128,3,3,1,1,1,5.6,low
6.13,2,0,2,0,3,4,3,94,8.3,3,2,2,0.3536607432371227,2,4,1,1,1,4.7,low
5.12,1,0,0,1,1,2,3,84,4.9,1,1,1,0.26906189684505516,3,2,1,1,1,3.2,low
9.65,2,0,1,1,1,11,1,93,13.8,0,3,1,0.8068220297171778,4,0,0,1,1,15.6,low
4.15,1,0,0,1,1,6,2,36,8.4,0,3,1,0.843827345372156,2,0,1,1,1,10.2,low
7.26,0,0,1,0,0,7,1,86,15.5,2,2,3,0.8791295445399859,1,0,1,1,1,16.0,medium
6.59,0,0,1,2,2,8,3,67,4.2,3,2,2,0.6185194770632408,3,0,0,0,1,3.8,medium
4.45,0,0,1,0,2,12,3,37,4.1,1,1,1,0.8834856327037439,2,1,0,0,0,2.1,high
8.92,0,0,3,0,1,12,2,89,4.3,0,1,1,0.7250371426944424,3,1,1,1,1,6.2,low
6.36,0,0,2,1,1,5,3,60,3.9,2,1,3,0.6462897016887635,1,0,1,1,1,6.3,low
3.59,1,0,2,2,2,2,2,38,9.1,1,2,2,0.6383848153367576,1,0,1,1,1,11.7,low
5.85,1,0,4,1,2,0,2,46,8.0,0,3,1,0.3944273195446403,2,0,0,1,1,10.7,low
6.61,0,0,0,1,0,2,1,30,16.7,0,1,2,0.7907906177564128,2,4,0,0,1,20.0,low
7.47,1,4,2,0,2,5,3,65,5.5,3,2,1,0.11588391846179946,4,1,1,1,1,5.4,low
4.92,1,2,2,0,1,12,3,44,2.9,1,1,1,0.7527775804569398,4,1,0,0,1,2.9,medium
3.66,0,0,1,0,1,6,3,56,5.6,2,1,2,0.4433373285034651,2,1,1,1,1,2.9,high
5.85,1,2,0,1,1,3,1,46,12.1,2,1,2,0.6452661113744413,2,1,0,1,1,10.2,medium
7.42,1,2,3,1,2,6,2,73,3.1,1,1,2,0.9293792491421728,2,0,0,1,1,7.8,low
7.0,0,0,0,2,2,1,2,76,8.4,3,2,3,0.4358304079296714,2,2,0,1,1,10.3,medium
9.99,2,2,1,1,2,3,3,32,3.5,2,1,2,0.3181175822761133,1,2,1,1,1,4.3,low
4.04,1,2,0,0,0,10,1,74,13.1,1,2,3,0.1723134850463519,4,3,1,1,1,15.0,low
3.58,2,2,0,1,2,9,2,43,6.8,0,1,3,0.4581731977247304,2,4,0,1,1,4.3,low
5.84,0,0,1,1,0,11,2,52,7.0,0,1,2,0.8282607636097685,1,4,1,1,1,9.7,low
4.65,0,0,1,1,0,1,2,25,5.5,2,1,1,0.5701010898694984,1,1,0,0,0,2.75,high
6.17,0,0,1,0,2,5,3,67,5.9,2,1,2,0.7284774427237176,3,3,0,0,0,6.8999999999999995,high
7.31,2,1,2,0,2,5,2,66,10.6,0,2,3,0.97263781895341,3,2,1,1,1,12.649999999999999,low
7.62,1,0,1,1,2,14,2,98,11.8,2,3,1,0.5481325508440933,1,3,0,0,1,10.2,medium
5.1,1,2,0,1,2,8,2,66,6.6,3,2,1,0.33186568840845976,2,3,1,1,1,10.9,low
7.32,3,0,1,2,2,13,2,96,8.1,3,1,3,0.3011957521228831,1,0,1,1,1,8.5,low
5.95,1,0,2,0,1,13,2,71,6.0,2,1,2,0.6414558748282372,1,1,0,0,1,3.9,medium
6.12,1,3,3,0,1,7,1,40,15.0,0,3,2,0.8458185739378224,2,2,1,1,1,17.6,low
6.89,3,2,3,1,0,12,2,45,7.1,3,2,1,0.4801937245585681,2,0,1,1,1,7.8,low
4.7,1,1,3,2,2,8,2,45,9.6,1,2,2,0.3619734123907705,1,0,0,0,1,7.1,high
8.98,0,0,4,0,3,13,1,31,8.2,0,2,2,0.6340531512382573,4,1,1,1,1,7.0,low
7.74,4,2,0,1,2,10,3,81,3.1,1,1,1,0.209846406730239,3,3,1,1,1,1.3,low
6.59,1,0,2,0,0,9,2,93,11.3,0,1,1,0.8357165588645272,3,1,1,1,1,10.6,medium
9.92,0,0,0,1,2,3,3,41,2.5,1,1,1,0.33108443592716075,3,0,1,1,1,1.1,high
7.68,1,2,2,1,1,3,2,91,8.2,3,1,2,0.5595313116077747,3,2,1,1,1,7.2,low
4.41,0,0,0,0,1,8,2,76,14.0,1,2,2,0.9461793953557598,1,0,0,1,1,13.7,high
6.45,0,0,5,1,0,10,3,34,3.8,0,2,1,0.5935319063522155,1,2,1,1,1,5.75,low
3.95,3,2,0,1,3,6,3,87,4.4,0,2,2,0.8788585145309347,2,1,0,1,1,6.8999999999999995,low
6.85,2,0,0,0,1,12,2,41,3.8,0,2,2,0.14757816289810446,3,4,1,1,1,5.3,low
5.08,3,1,2,2,0,12,2,36,6.2,3,1,2,0.8607210470819959,3,0,0,1,1,7.7,low
7.78,0,0,2,1,1,12,3,93,5.0,2,1,1,0.2711656035467815,3,0,0,0,1,4.4,medium
6.96,0,0,0,2,2,14,3,47,6.6,0,1,2,0.9572352420226924,2,0,0,1,1,3.6,medium
7.68,0,0,2,0,3,1,2,90,13.4,2,1,3,0.9032445174155668,3,0,0,1,1,10.8,low
3.61,1,0,1,0,0,6,2,44,5.9,2,2,1,0.45582294342576357,2,1,1,1,1,6.2,medium
5.84,2,2,0,0,0,5,3,67,3.7,3,1,2,0.9535382556271961,4,4,1,1,1,1.1,low
6.88,3,3,1,0,0,12,3,44,2.1,1,1,2,0.3128544416042853,3,0,0,0,1,2.6,medium
6.05,0,0,0,0,2,3,3,79,4.7,0,1,2,0.5521005492656708,1,4,0,0,1,3.1,low
4.05,0,0,1,1,2,14,1,53,23.7,1,2,1,0.4843655450603801,1,0,1,1,1,22.0,medium
6.8,0,0,4,0,0,0,1,71,38.6,1,2,1,0.11229542504746734,2,3,1,1,1,41.4,medium
7.25,0,0,2,1,0,10,2,49,8.8,0,1,3,0.16739164104786664,2,0,0,1,1,10.35,medium
9.04,1,3,2,0,1,8,3,40,6.1,3,1,2,0.5713864858314327,4,2,1,1,1,9.2,low
7.58,1,1,1,0,1,11,2,96,6.6,2,2,2,0.28623213667914055,1,1,1,1,1,8.3,low
5.33,1,1,0,0,0,4,2,43,7.5,3,3,3,0.3433913699242812,3,2,0,1,1,6.7,low
8.48,2,0,0,2,0,5,2,26,10.9,2,1,2,0.3517208245326706,2,0,0,0,0,10.7,medium
7.18,1,0,1,0,0,10,2,75,6.8,0,1,2,0.490513206510067,1,1,1,1,1,6.8,medium
5.85,0,0,1,1,0,2,3,56,3.3,1,2,1,0.5741006949809354,3,2,0,1,1,6.1,medium
7.33,0,0,2,1,0,0,1,94,34.2,2,3,3,0.17646867396004104,1,2,0,1,1,41.6,low
4.38,2,0,0,1,2,4,3,53,4.9,0,3,1,0.41797892071178655,2,3,1,1,1,7.0,low
9.41,0,0,0,2,3,3,1,44,16.9,0,2,1,0.2632289388141779,2,3,1,1,1,20.7,low
9.54,1,0,0,2,0,5,3,65,4.6,0,2,2,0.8069914846025803,2,0,1,1,1,2.8,medium
6.01,1,4,2,1,0,6,2,56,8.7,1,3,2,0.5803935821603332,2,2,1,1,1,6.4,medium
4.57,0,0,1,1,0,11,1,69,7.1,1,1,1,0.22972621807252688,3,4,1,1,1,9.3,medium
6.81,1,0,0,0,1,11,1,45,10.8,0,2,1,0.32054122365533383,1,3,1,1,1,7.4,medium
4.11,2,2,0,0,3,7,2,47,4.3,1,1,1,0.48125868895585233,4,1,0,1,1,3.2,low
7.2,4,0,0,1,0,4,3,96,5.1,2,2,3,0.5215924861257869,2,2,0,1,1,10.3,low
6.68,0,0,0,0,0,1,2,64,5.1,0,1,2,0.129130112501246,2,4,1,1,1,7.1,medium
6.86,3,1,1,0,1,0,3,37,3.8,1,3,1,0.8267448998805446,1,1,0,0,0,1.6500000000000001,medium
8.95,0,0,2,0,2,14,3,89,7.0,1,3,2,0.9372044830901368,2,2,1,1,1,8.049999999999999,low
9.41,1,4,2,2,0,6,2,64,3.1,1,1,2,0.5093270717736097,1,0,0,1,1,5.4,low
7.72,0,0,4,2,1,7,3,61,4.5,1,3,3,0.21608581466037707,2,3,0,1,1,6.0,low
9.82,0,0,2,1,0,10,1,73,7.1,0,1,3,0.3007461611136846,3,2,1,1,1,6.9,medium
8.71,2,0,1,0,3,1,3,85,5.4,0,2,1,0.24016700576007594,2,2,0,1,1,3.1,medium
4.33,0,0,3,1,0,6,3,43,2.7,0,2,1,0.8863983008338959,2,1,1,1,1,5.1,medium
4.34,3,1,1,1,3,12,2,98,5.2,1,1,2,0.9044013607309443,1,2,1,1,1,8.0,low
4.24,0,0,3,0,3,11,2,91,5.8,2,2,3,0.8715403609957209,3,2,0,1,1,5.3,medium
3.99,3,4,2,0,2,9,2,64,4.1,1,1,2,0.6840205095644544,2,1,1,1,1,5.3,medium
6.95,0,0,0,1,2,6,2,37,6.8,3,1,1,0.1147838440137679,4,0,0,0,1,6.3,medium
7.02,0,0,1,0,1,10,2,84,3.7,1,1,1,0.43717942091805073,1,0,0,1,1,3.8,low
4.99,0,0,3,1,2,14,3,46,4.3,3,2,1,0.9761412907557647,1,2,1,1,1,3.5,medium
6.07,0,0,2,0,0,2,2,75,8.6,2,2,3,0.24314785192780394,2,0,0,1,1,10.7,low
5.89,1,4,2,1,0,1,3,53,6.3,0,3,3,0.7536813587101254,3,0,0,0,1,5.2,medium
7.1,1,0,0,2,0,13,1,71,11.9,3,1,1,0.5419332617215612,1,0,0,1,1,13.6,low
5.93,3,2,2,2,0,12,2,69,4.7,1,2,2,0.10451309936157936,2,0,1,1,1,3.3,medium
5.61,0,0,2,2,0,5,1,36,13.8,1,3,2,0.5203393732806668,3,1,0,1,1,15.5,low
6.76,1,0,0,1,1,6,1,59,9.0,2,3,1,0.44474126313911144,1,0,0,0,1,9.4,medium
9.06,1,4,1,0,0,6,2,48,4.9,1,1,1,0.4344942654279459,1,0,1,1,1,3.5,low
3.95,1,1,0,0,2,3,2,34,9.3,1,1,2,0.4916850096434724,3,0,1,1,1,10.2,medium
4.09,1,0,2,2,3,9,2,61,11.3,0,1,1,0.5801203081476021,2,0,1,1,1,13.799999999999999,low
6.98,0,0,1,1,1,5,2,40,9.9,2,3,1,0.30161292137988516,3,0,0,1,1,6.3,medium
8.99,4,4,3,0,2,12,2,63,3.6,0,1,2,0.8124650473239792,2,2,1,1,1,4.4,low
3.87,0,0,1,1,2,13,3,66,5.9,2,1,1,0.33743083022223247,2,0,0,0,1,6.8999999999999995,high
4.66,0,0,0,0,0,7,1,92,16.3,1,2,2,0.38064288674042457,2,0,1,1,1,20.1,low
6.18,0,0,2,2,1,8,2,84,6.0,3,1,1,0.9046882488933364,1,0,0,0,1,9.8,low
6.49,0,0,1,0,1,2,2,49,11.4,0,2,1,0.34833312985752873,2,1,1,1,1,6.6,high
4.46,0,0,2,1,1,9,2,59,4.8,1,1,3,0.41286980191774136,2,1,0,1,1,3.0,medium
3.68,1,0,1,1,3,14,3,79,5.7,1,1,3,0.8931317744350386,1,2,0,1,1,6.5,medium
6.97,4,3,1,0,0,0,3,63,3.6,2,3,2,0.7613335036911288,4,0,1,1,1,6.1,low
8.83,2,1,0,1,2,12,3,77,2.4,3,1,1,0.1278142073745356,2,2,0,1,1,1.1,medium
7.21,2,0,4,1,0,4,3,67,8.1,1,3,3,0.3486224180340094,1,1,1,1,1,10.8,low
8.66,1,2,1,0,3,5,2,45,8.4,1,2,1,0.36525405655826004,2,0,1,1,1,7.9,low
6.09,0,0,2,1,0,0,2,59,7.0,0,2,2,0.9264338536012631,2,0,0,1,1,5.5,medium
4.04,0,0,2,0,1,14,2,50,10.1,0,2,2,0.3709560392386949,1,1,0,0,0,7.3,high
6.81,1,0,1,1,3,7,3,96,4.8,0,2,1,0.22652703191107276,4,2,0,1,1,7.2,medium
5.3,0,0,3,1,0,13,2,38,3.4,1,1,3,0.6088990601399623,3,3,1,1,1,1.6500000000000001,medium
6.27,0,0,3,0,1,8,3,25,7.9,2,3,2,0.20323797732910404,1,1,1,1,1,9.2,low
4.91,1,0,0,2,0,0,3,81,6.7,3,3,1,0.2316217338485826,1,0,0,1,1,6.0,high
9.39,1,2,1,1,0,4,3,79,6.5,0,3,2,0.6077881757206205,1,0,1,1,1,6.9,low
7.41,0,0,1,2,0,7,3,92,6.6,1,1,1,0.23626244304090957,3,1,0,0,1,3.1,high
6.65,0,0,2,1,3,1,3,92,6.9,0,2,2,0.6226522469020314,2,2,1,1,1,6.1,high
6.71,4,2,2,0,3,10,2,74,4.0,2,1,3,0.1557339806162809,2,0,1,1,1,2.7,low
4.89,4,1,0,0,1,1,3,50,4.4,2,2,3,0.8278049961552306,1,1,0,1,1,6.6,low
9.98,0,0,4,1,1,6,2,51,4.1,1,2,2,0.4208366733538431,4,3,0,1,1,5.7,low
6.01,0,0,1,0,3,8,2,57,14.2,1,2,1,0.8843260023152583,4,0,0,0,1,14.1,medium
6.69,3,4,2,0,1,11,3,32,2.8,0,3,3,0.39664825299201034,3,3,1,1,1,4.6,low
8.26,3,1,2,0,1,12,1,59,13.5,2,1,1,0.5568438388609925,3,1,0,0,1,14.3,low
6.31,0,0,0,1,1,12,2,41,4.9,1,1,2,0.2040248795908508,1,1,0,0,0,6.1,high
7.76,2,2,2,2,0,0,2,32,14.6,0,2,2,0.3543363797616026,2,1,1,1,1,18.8,low
6.24,1,2,1,2,0,1,2,71,11.4,2,2,3,0.3197852125328761,4,0,1,1,1,13.6,low
5.56,4,0,2,0,1,1,2,43,12.3,0,1,2,0.6849172777516601,2,0,1,1,1,10.4,medium
4.58,0,0,1,0,1,4,3,93,8.0,0,3,1,0.7866966799871927,4,3,0,1,1,5.6,medium
7.67,0,0,2,1,0,0,2,74,7.3,3,3,3,0.9441784663594159,2,1,1,1,1,9.6,low
6.11,1,0,5,1,0,2,3,29,5.3,2,2,1,0.32546194869416695,3,2,1,1,1,2.5,high
6.91,3,1,3,0,0,0,2,60,17.3,3,3,1,0.15763913911875754,1,2,1,1,1,18.3,low
7.15,0,0,1,0,1,0,2,58,8.7,3,2,2,0.8717412767147018,2,2,1,1,1,7.4,low
9.13,1,0,1,0,0,5,3,71,4.4,1,2,3,0.4372440466554204,4,0,0,1,1,6.8999999999999995,medium
6.1,2,1,2,0,0,3,3,29,5.3,2,1,1,0.9980387664160942,1,0,0,1,1,3.2,high
7.8,2,1,2,1,1,11,1,98,8.0,0,1,1,0.8191053583538462,4,0,1,1,1,8.2,low
7.25,3,2,2,1,1,1,2,41,10.1,3,1,2,0.46685569589357534,2,0,0,1,1,10.3,low
9.99,0,0,1,0,1,9,2,85,10.1,2,1,3,0.8504727042338094,1,0,1,1,1,13.5,low
6.55,0,0,4,1,2,11,2,30,10.0,0,2,3,0.9196068023740295,3,2,1,1,1,11.5,low
4.65,2,1,1,1,1,13,3,90,3.8,2,1,3,0.1872087419706373,2,0,0,0,0,2.5,high
8.42,0,0,4,1,1,5,3,65,3.1,0,2,1,0.3590588461344215,2,0,1,1,1,2.9,low
5.48,2,2,0,2,3,4,1,49,30.7,0,2,1,0.35365377029497436,4,1,1,1,1,30.2,low
6.03,0,0,5,1,0,1,2,35,8.2,2,1,2,0.39440414414595415,2,0,0,1,1,7.3,low
6.25,1,0,2,2,2,6,1,26,13.5,0,3,1,0.9488461315496906,3,0,1,1,1,12.9,medium
6.02,0,0,2,0,0,8,3,58,5.1,2,3,1,0.41383339789368023,2,4,0,0,0,4.2,medium
6.99,0,0,4,1,0,9,2,66,11.8,0,1,1,0.5182623390904365,2,0,0,1,1,12.7,low
3.76,0,0,3,1,1,6,3,65,3.3,1,2,2,0.33462944493541014,1,1,0,0,1,2.2,high
